代码,名称,总市值
2832,比音勒芬,79.71
2833,弘亚数控,61.74
2835,同为股份,19.41
2836,新宏泽,29.95
2839,张家港行,109.16
2840,华统股份,89.22
2842,翔鹭钨业,97.4
2843,泰嘉股份,68.08
2845,同兴达,37.18
2846,英联股份,38.5
2847,盐津铺子,137.04
2848,*ST高斯,27.99
2849,威星智能,40.33
2852,道道全,25.09
2853,皮阿诺,37.31
2855,捷荣技术,30.88
2856,*ST美芝,19.23
2857,三晖电气,29.02
2858,力盛体育,25.19
2860,星帅尔,49.18
2861,瀛通通讯,26.28
2862,实丰文化,24.15
2863,今飞凯达,33.39
2864,盘龙药业,22.62
2866,传艺科技,45.1
2867,周大生,140.61
2868,*ST绿康,39.45
2869,金溢科技,31.87
2870,香山股份,56.2
2871,伟隆股份,30.5
2872,ST天圣,11.76
2873,新天药业,23.75
2875,安奈儿,45.28
2876,三利谱,44.82
2877,智能自控,21.74
2878,元隆雅图,46.14
2879,长缆科技,25.24
2880,卫光生物,60.12
2881,美格智能,74.68
2882,金龙羽,65.27
2883,*ST中设,14.61
2884,凌霄泵业,51.31
2885,京泉华,91.75
2886,沃特股份,51.58
2887,绿茵生态,30.0
2888,惠威科技,15.91
2889,东方嘉盛,32.91
2890,弘宇股份,27.81
2891,中宠股份,102.23
2892,科力尔,53.21
2893,京能热力,22.12
2897,意华股份,132.08
2898,*ST赛隆,8.4
2899,英派斯,48.42
2900,哈三联,18.64
2901,大博医疗,117.69
2902,铭普光磁,66.04
2903,宇环数控,51.84
2905,金逸影视,31.8
2907,华森制药,45.2
2908,德生科技,27.23
2909,集泰股份,24.88
2910,庄园牧场,19.12
2912,中新赛克,40.04
2915,中欣氟材,59.98
2917,金奥博,34.94
2918,蒙娜丽莎,29.99
2919,名臣健康,66.1
2921,联诚精密,40.86
2923,润都股份,32.96
2925,盈趣科技,148.84
2927,泰永长征,42.4
2928,华夏航空,104.3
2930,宏川智慧,67.9
2931,锋龙股份,121.72
2932,*ST明德,26.72
2933,新兴装备,36.05
2935,天奥电子,89.91
2936,郑州银行,127.93
2937,兴瑞科技,99.48
2940,昂利康,61.36
2941,新疆交建,100.34
2942,新农股份,27.13
2943,宇晶股份,119.3
2949,华阳国际,22.1
2950,奥美医疗,52.28
2951,金时科技,68.23
2952,亚世光电,36.44
2953,日丰股份,32.23
2955,鸿合科技,49.28
2956,西麦食品,68.08
2959,小熊电器,60.27
2960,青鸟智控,99.24
2961,瑞达期货,120.57
2962,五方光电,39.43
2963,豪尔赛,22.18
2965,祥鑫科技,67.2
2967,广电计量,119.84
2968,新大正,25.2
2970,锐明技术,93.14
2971,和远气体,51.8
2972,科安达,17.72
2973,侨银股份,40.12
2976,瑞玛精密,21.95
2977,*ST天箭,20.08
2978,安宁股份,115.73
2979,雷赛智能,118.45
2980,华盛昌,83.56
2981,朝阳科技,30.79
2982,湘佳股份,18.32
2983,芯瑞达,30.12
2984,森麒麟,115.16
2985,北摩高科,115.17
2986,宇新股份,41.17
2987,京北方,128.29
2988,豪美新材,82.42
2989,中天精装,57.95
2990,盛视科技,81.43
2991,甘源食品,25.08
2992,宝明科技,77.34
2993,奥海科技,127.09
2995,天地在线,25.8
2996,顺博合金,30.68
2997,瑞鹄模具,72.7
2998,优彩资源,26.59
2999,天禾股份,24.43
3000,劲仔食品,34.01
3001,中岩大地,19.27
3002,壶化股份,49.37
3003,天元股份,16.17
3004,*ST声迅,28.04
3005,竞业达,22.79
3006,百亚股份,74.53
3007,直真科技,35.48
3008,开普检测,17.98
3009,中天火箭,107.38
3010,若羽臣,65.81
3011,海象新材,18.17
3012,东鹏控股,64.21
3013,地铁设计,54.59
3015,日久光电,36.33
3016,欣贺股份,34.31
3017,大洋生物,22.09
3018,金富科技,117.41
3019,宸展光电,58.38
3020,立方制药,31.39
3023,彩虹集团,33.73
3025,思进智能,32.24
3026,中晶科技,49.94
3027,同兴科技,27.89
3028,振邦智能,20.08
3029,吉大正元,38.02
3030,祖名股份,19.41
3032,*ST传智,20.11
3033,征和工业,44.12
3036,泰坦股份,94.12
3037,三和管桩,42.41
3038,鑫铂股份,23.16
3039,顺控发展,89.29
3040,楚天龙,68.25
3041,真爱美家,89.84
3042,中农联合,20.95
3043,华亚智能,50.16
300004,南风股份,77.85
300005,探路者,138.59
300006,莱美药业,68.1
300007,汉威科技,129.22
300008,天海防务,129.31
300009,安科生物,109.62
300010,ST豆神,53.23
300011,鼎汉技术,36.37
300013,新宁物流,20.79
300016,北陆药业,52.62
300018,中元股份,50.57
300019,硅宝科技,66.83
300020,ST银江,24.99
300021,大禹节水,38.87
300022,吉峰科技,43.89
300023,宝德退,2.81
300025,华星创业,29.74
300026,红日药业,102.05
300027,ST华谊,50.56
300028,金亚退,1.03
300029,*ST天龙,5.55
300030,阳普医疗,22.68
300031,宝通科技,83.93
300032,金龙机电,41.52
300035,中科电气,117.37
300036,超图软件,66.69
300038,数知退,3.49
300039,上海凯宝,53.0
300040,九洲集团,40.77
300041,回天新材,64.75
300042,朗科科技,130.45
300043,星辉娱乐,70.38
300044,*ST赛为,50.15
300045,华力创通,119.73
300046,台基股份,78.74
300047,天源迪科,72.66
300048,合康新能,71.54
300049,福瑞医科,130.91
300050,世纪鼎利,42.25
300051,琏升科技,60.33
300052,中青宝,38.81
300053,航宇微,127.95
300055,万邦达,69.8
300056,中创环保,44.14
300057,万顺新材,73.76
300060,无效恒久,38.87
300061,旗天科技,61.03
300062,中能电气,38.46
300063,天龙集团,78.69
300064,金刚退,9.19
300066,三川智慧,63.28
300067,安诺其,66.36
300068,ST南都,44.99
300069,金利华电,35.8
300070,碧水源,132.93
300071,福石控股,46.79
300072,海新能科,103.51
300074,华平股份,24.47
300075,数字政通,74.22
300076,*ST宁视,20.99
300077,国民技术,141.75
300078,思创智联,44.65
300079,数码视讯,76.25
300080,易成新能,83.06
300081,ST恒信,24.79
300082,奥克股份,80.65
300084,海默科技,47.12
300086,康芝药业,33.4
300087,荃银高科,75.52
300089,文化退,0.77
300090,盛运退,1.54
300091,*ST金灵,50.86
300092,科新机电,35.22
300093,*ST金刚,50.88
300094,国联水产,34.6
300095,华伍股份,35.45
300096,ST易联众,41.07
300097,智云股份,30.97
300098,高新兴,95.74
300099,尤洛卡,55.11
300101,振芯科技,118.52
300103,达刚控股,28.02
300104,乐视退,7.14
300105,龙源技术,35.1
300106,西部牧业,28.64
300107,建新股份,24.87
300108,*ST吉药,1.37
300109,新开源,88.38
300110,华仁药业,36.14
300111,向日葵,52.13
300112,万讯自控,20.13
300113,顺网科技,147.82
300116,*ST保力,4.51
300117,*ST嘉寓,3.08
300119,瑞普生物,59.21
300120,经纬辉开,39.82
300121,阳谷华泰,53.58
300123,ST亚光,50.1
300125,*ST聆达,37.85
300126,锐奇股份,17.34
300127,银河磁体,74.25
300128,锦富技术,94.59
300129,泰胜风能,91.71
300130,新国都,99.25
300132,青松股份,43.14
300134,大富科技,90.03
300135,宝利国际,36.31
300137,先河环保,97.53
300138,晨光生物,44.21
300139,晓程科技,132.02
300140,节能环境,67.63
300141,和顺电气,34.12
300143,盈康生命,73.55
300145,南方泵业,97.83
300146,汤臣倍健,118.23
300147,*ST香雪,71.52
300148,天舟文化,34.27
300149,睿智医药,46.98
300150,世纪瑞尔,23.41
300151,昌红科技,73.07
300152,*ST动力,13.26
300153,科泰电源,97.31
300154,瑞凌股份,32.27
300155,安居宝,17.33
300156,神雾退,0.87
300157,新锦动力,38.43
300158,振东制药,57.41
300159,*ST新研,74.56
300160,秀强股份,39.33
300161,华中数控,74.55
300162,雷曼光电,32.51
300163,先锋新材,21.55
300164,通源石油,74.07
300165,天瑞仪器,31.71
300167,ST迪威迅,21.49
300168,万达信息,84.05
300169,天晟新材,19.52
300171,东富龙,73.43
300172,中电环保,28.34
300173,ST福能,30.2
300174,元力股份,64.64
300175,ST朗源,31.07
300176,鸿特科技,26.1
300177,中海达,52.26
300178,腾邦退,1.18
300179,四方达,102.1
300180,华峰超纤,90.94
300181,佐力药业,91.28
300182,捷成股份,135.34
300183,东软载波,50.57
300185,通裕重工,126.92
300187,永清环保,37.29
300188,国投智能,109.51
300189,神农种业,53.8
300190,维尔利,39.09
300191,潜能恒信,80.85
300192,科德教育,64.6
300193,佳士科技,36.28
300194,福安药业,39.7
300195,长荣股份,21.41
300196,长海股份,53.9
300197,节能铁汉,49.82
300198,*ST纳川,24.32
300199,翰宇药业,149.93
300200,高盟新材,44.93
300201,海伦哲,138.81
300202,聚龙退,2.27
300203,聚光科技,62.95
300204,舒泰神,126.49
300205,*ST天喻,25.72
300206,理邦仪器,50.11
300208,中程退,1.92
300210,森远股份,48.62
300211,*ST亿通,27.52
300212,*ST易录,44.08
300213,佳讯飞鸿,46.5
300214,日科化学,41.42
300215,电科院,70.94
300216,千山退,0.55
300217,东方电热,67.91
300218,安利股份,32.25
300219,鸿利智汇,56.32
300220,金运激光,22.0
300221,银禧科技,52.16
300222,科大智能,79.8
300224,正海磁材,125.27
300225,*ST金泰,32.62
300226,上海钢联,78.21
300227,光韵达,52.18
300228,富瑞特装,55.5
300230,永利股份,31.87
300231,银信科技,49.76
300232,洲明科技,56.59
300233,金城医药,59.06
300234,开尔新材,27.31
300235,方直科技,29.21
300237,ST美晨,33.6
300238,冠昊生物,37.44
300239,东宝生物,32.26
300240,飞力达,24.53
300241,瑞丰光电,42.8
300242,佳云科技,31.16
300243,瑞丰高材,38.0
300244,迪安诊断,101.45
300245,ST天玑,23.1
300246,宝莱特,42.54
300247,融捷健康,37.1
300248,新开普,40.41
300249,依米康,70.41
300250,初灵信息,31.72
300252,金信诺,96.45
300254,仟源医药,32.42
300256,星星科技,76.28
300258,精锻科技,76.82
300259,新天科技,51.69
300261,雅本化学,55.53
300262,*ST巴安,4.54
300263,隆华科技,109.06
300264,佳创视讯,37.85
300265,通光线缆,108.51
300266,兴源环境,33.55
300267,尔康制药,68.84
300268,*ST佳沃,19.05
300269,联建光电,32.75
300270,中威电子,38.44
300271,华宇软件,52.19
300272,开能健康,34.28
300273,和佳退,2.46
300275,梅安森,30.21
300276,三丰智能,76.75
300277,汽轮科技,135.11
300278,华昌达,69.2
300279,和晶科技,37.15
300280,紫天退,0.53
300281,金明精机,29.64
300282,三盛退,0.49
300283,温州宏丰,63.71
300284,苏交科,80.32
300286,安科瑞,53.07
300287,飞利信,65.12
300288,朗玛信息,31.79
300289,利德曼,36.45
300290,荣科科技,101.69
300291,百纳千成,58.77
300292,吴通控股,78.56
300293,蓝英装备,66.0
300294,博雅生物,88.09
300295,*ST三六五,21.82
300297,蓝盾退,2.87
300298,三诺生物,76.66
300299,富春股份,42.66
300300,海峡创新,89.55
300301,ST长方,28.36
300303,聚飞光电,147.21
300304,云意电气,111.09
300305,裕兴股份,21.67
300306,远方信息,20.11
300307,慈星股份,56.81
300309,吉艾退,1.95
300310,宜通世纪,43.97
300311,ST任子行,30.42
300312,邦讯退,0.72
300313,*ST天山,17.74
300314,戴维医疗,16.65
300315,掌趣科技,128.6
300317,珈伟新能,47.99
300318,博晖创新,44.93
300319,麦捷科技,113.77
300320,海达股份,46.88
300321,同大股份,40.77
300322,硕贝德,142.26
300324,旋极信息,87.72
300325,德威退,2.49
300326,ST凯利,50.74
300327,中颖电子,94.07
300328,宜安科技,121.95
300329,海伦钢琴,35.07
300330,计通退,4.11
300331,苏大维格,126.13
300332,天壕能源,45.32
300333,兆日科技,35.99
300334,津膜科技,25.4
300335,迪森股份,26.7
300336,新文退,1.85
300337,银邦股份,102.3
300338,*ST开元,12.28
300340,科恒股份,30.74
300341,麦克奥迪,79.68
300343,ST联创,75.7
300344,立方退,1.6
300345,华民股份,34.15
300348,长亮科技,85.12
300349,金卡智能,52.39
300350,华鹏飞,24.95
300351,永贵电器,68.51
300352,ST信源,46.71
300353,东土科技,105.64
300354,东华测试,30.76
300355,蒙草生态,49.87
300356,光一退,6.79
300357,我武生物,123.11
300358,楚天科技,67.96
300359,全通教育,30.59
300360,炬华科技,73.69
300362,天翔退,5.27
300363,博腾股份,105.01
300365,恒华科技,31.32
300366,ST创意,30.45
300367,网力退,3.22
300368,汇金股份,65.54
300369,绿盟科技,60.82
300370,安控科技,40.6
300371,汇中股份,18.9
300372,欣泰退,1.46
300374,中铁装配,34.18
300375,鹏翎股份,26.04
300376,易事特,139.65
300377,赢时胜,122.98
300378,鼎捷数智,113.68
300379,东通退,9.06
300380,安硕信息,47.16
300381,溢多利,36.31
300382,斯莱克,105.68
300384,三联虹普,31.21
300385,ST雪浪,46.54
300386,飞天诚信,32.65
300387,富邦科技,25.95
300388,节能国祯,57.96
300389,艾比森,34.91
300391,长药退,0.67
300392,腾信退,0.62
300393,中来股份,117.48
300396,ST迪瑞,22.6
300397,天和防务,56.12
300399,天利科技,45.84
300400,劲拓股份,75.69
300401,花园生物,77.67
300402,宝色股份,46.12
300403,汉宇集团,49.45
300404,博济医药,30.88
300405,科隆股份,15.65
300406,九强生物,56.73
300407,凯发电气,35.42
300410,正业科技,37.41
300411,金盾股份,31.53
300412,迦南科技,24.24
300414,中光防雷,43.9
300415,伊之密,122.65
300416,苏试试验,86.3
300417,南华仪器,12.84
300419,ST浩丰,26.63
300420,五洋自控,47.22
300421,力星股份,60.89
300422,博世科,30.17
300423,昇辉科技,26.62
300424,航新科技,47.83
300425,中建环能,32.81
300426,华智数媒,28.24
300427,红相股份,59.0
300428,立中集团,132.0
300429,强力新材,59.55
300430,*ST益通,17.7
300431,暴风退,0.69
300434,金石亚药,39.45
300435,中泰股份,81.69
300437,清水源,28.37
300439,美康生物,30.08
300440,运达科技,78.98
300441,鲍斯股份,43.82
300443,金雷股份,73.75
300444,双杰电气,108.75
300445,康斯特,33.44
300446,航天智造,71.95
300447,全信股份,41.8
300448,浩云科技,52.56
300449,汉邦高科,44.28
300451,创业慧康,67.33
300452,山河药辅,27.77
300453,三鑫医疗,37.17
300459,汤姆猫,140.03
300460,ST惠伦,30.16
300461,田中精机,77.14
300462,ST华铭,18.99
300463,迈克生物,53.33
300464,星徽股份,29.96
300465,高伟达,67.89
300466,赛摩智能,40.94
300467,迅游科技,67.99
300470,中密控股,66.3
300471,厚普股份,43.25
300472,*ST新元,21.79
300473,德尔股份,50.95
300477,ST合纵,31.12
300478,杭州高新,47.68
300479,神思电子,33.54
300480,光力科技,102.63
300481,濮阳惠成,42.7
300482,万孚生物,83.73
300483,首华燃气,80.3
300484,蓝海华腾,27.58
300485,赛升药业,28.92
300486,东杰智能,109.38
300488,恒锋工具,62.44
300490,华自科技,78.18
300491,通合科技,44.71
300492,华图山鼎,97.57
300493,润欣科技,84.81
300494,盛天网络,44.26
300495,*ST美尚,0.88
300497,富祥药业,78.74
300499,高澜股份,118.71
300500,启迪设计,20.56
300501,海顺新材,21.44
300504,天邑股份,40.66
300505,川金诺,54.99
300506,ST名家汇,36.81
300507,苏奥传感,70.76
300508,维宏股份,31.69
300509,新美星,28.17
300510,金冠股份,35.05
300511,雪榕生物,39.59
300512,中亚股份,30.22
300513,恒实科技,26.45
300514,友讯达,20.19
300515,三德科技,34.92
300516,久之洋,100.13
300517,海波重科,15.36
300518,新迅达,57.84
300519,新光药业,18.51
300520,科大国创,105.55
300521,爱司凯,44.27
300522,世名科技,35.57
300523,辰安科技,49.5
300525,博思软件,62.71
300526,中潜退,1.07
300527,ST应急,81.54
300528,幸福蓝海,58.35
300529,健帆生物,102.14
300530,领湃科技,42.15
300531,优博讯,64.38
300532,今天国际,48.62
300533,冰川网络,45.43
300534,陇神戎发,27.31
300535,达威股份,15.26
300536,农尚环境,38.86
300537,广信材料,39.87
300538,同益股份,20.08
300539,横河精密,73.99
300540,蜀道装备,62.14
300541,先进数通,49.0
300542,新晨科技,40.16
300543,朗科智能,24.09
300545,联得装备,41.56
300546,雄帝科技,29.97
300547,川环科技,72.68
300549,优德精密,18.71
300550,和仁科技,34.49
300551,古鳌科技,52.32
300552,万集科技,38.86
300553,集智股份,46.62
300554,三超新材,21.57
300555,ST路通,28.95
300556,丝路视觉,22.29
300557,理工光科,46.92
300559,佳发教育,38.21
300560,中富通,31.65
300561,*ST汇科,44.93
300562,乐心医疗,23.04
300563,神宇股份,43.1
300564,筑博设计,19.53
300565,科信技术,30.15
300566,激智科技,46.11
300569,天能重工,63.52
300571,平治信息,66.36
300572,安车检测,63.81
300573,兴齐眼药,128.06
300575,中旗股份,23.06
300576,容大感光,91.52
300577,开润股份,29.4
300578,会畅科技,42.46
300579,数字认证,70.9
300580,贝斯特,136.91
300581,晨曦航空,73.71
300582,英飞特,34.7
300583,赛托生物,28.7
300584,海辰药业,33.3
300585,奥联电子,37.1
300586,美联新材,64.15
300587,天铁科技,66.74
300588,熙菱信息,39.59
300589,江龙船艇,38.28
300590,移为通信,54.46
300591,万里马,29.65
300592,华凯易佰,51.56
300593,新雷能,130.17
300594,ST朗进,18.26
300595,欧普康视,93.92
300596,利安隆,100.73
300597,吉大通信,26.92
300598,诚迈科技,83.15
300599,雄塑科技,39.69
300600,国瑞科技,37.31
300601,康泰生物,135.06
300602,飞荣达,145.11
300603,立昂技术,39.64
300605,恒锋信息,16.32
300606,金太阳,45.42
300607,拓斯达,111.81
300608,思特奇,38.59
300609,汇纳科技,51.1
300610,晨化股份,20.53
300611,美力科技,36.88
300612,宣亚国际,27.45
300613,富瀚微,133.14
300614,百川畅银,21.88
300615,欣天科技,21.65
300616,尚品宅配,25.77
300617,安靠智电,91.62
300618,寒锐钴业,119.22
300619,金银河,71.88
300621,维业股份,18.21
300622,博士眼镜,39.22
300624,万兴科技,117.52
300625,三雄极光,19.37
300626,华瑞股份,60.5
300629,新劲刚,56.95
300630,普利退,3.99
300631,久吾高科,36.21
300632,光莆股份,62.95
300633,开立医疗,62.95
300634,彩讯股份,104.66
300635,中达安,18.25
300636,同和药业,27.99
300637,扬帆新材,25.75
300638,广和通,124.23
300639,凯普生物,43.83
300640,德艺文创,18.21
300641,正丹股份,89.29
300642,透景生命,22.64
300643,万通智控,42.78
300644,南京聚隆,25.63
300645,正元智慧,22.99
300647,超频三,31.69
300648,星云股份,65.22
300649,杭州园林,22.21
300650,太龙股份,28.38
300651,金陵体育,33.36
300652,雷迪克,56.09
300653,正海生物,32.56
300654,世纪天鸿,41.22
300656,民德电子,39.91
300658,延江股份,46.89
300659,中孚信息,24.64
300662,科锐国际,48.57
300663,科蓝软件,44.86
300664,鹏鹞环保,41.46
300665,飞鹿股份,20.06
300667,必创科技,36.24
300668,杰恩股份,67.57
300669,沪宁股份,60.48
300670,大烨智能,16.09
300671,富满微,116.57
300673,佩蒂股份,25.41
300674,宇信科技,133.78
300675,建科院,24.17
300678,中科信息,86.95
300680,隆盛科技,75.36
300681,英搏尔,75.7
300683,海特生物,46.91
300684,中石科技,129.34
300685,艾德生物,79.47
300686,智动力,46.34
300687,赛意信息,103.92
300688,创业黑马,40.4
300689,澄天伟业,59.78
300690,双一科技,32.54
300691,联合光电,37.88
300692,中赋科技,43.87
300694,蠡湖股份,27.1
300695,兆丰股份,72.87
300696,爱乐达,114.67
300697,电工合金,56.84
300698,万马科技,45.92
300700,岱勒新材,52.09
300701,森霸传感,29.94
300702,天宇股份,42.76
300703,创源股份,30.86
300705,九典制药,47.48
300706,阿石创,54.54
300707,威唐工业,22.19
300708,聚灿光电,66.53
300709,精研科技,67.37
300710,万隆光电,24.42
300711,广哈通信,52.96
300712,永福股份,49.82
300713,英可瑞,15.62
300715,凯伦股份,48.2
300716,*ST泉为,26.69
300717,华信新材,22.23
300719,安达维尔,27.46
300720,海川智能,144.24
300721,怡达股份,29.54
300722,新余国科,78.88
300725,药石科技,81.49
300726,宏达电子,118.93
300727,润禾材料,55.2
300729,乐歌股份,40.98
300730,科创信息,31.18
300731,科创新源,94.92
300732,设研院,28.72
300733,西菱动力,45.01
300736,百邦科技,56.46
300737,科顺股份,68.82
300739,明阳电路,103.98
300740,水羊股份,97.62
300741,华宝股份,102.17
300742,越博退,0.21
300743,天地数码,25.06
300745,欣锐科技,64.94
300746,汉嘉数智,30.11
300749,顶固集创,40.01
300752,隆利科技,31.66
300753,爱朋医疗,25.16
300755,华致酒行,63.15
300756,金马游乐,68.5
300758,七彩化学,50.15
300761,立华股份,131.38
300766,每日互动,109.99
300767,震安科技,58.65
300768,迪普科技,74.67
300770,新媒股份,88.49
300771,智莱科技,25.39
300772,运达股份,115.78
300774,倍杰特,33.58
300778,新城市,28.28
300779,惠城环保,114.23
300780,德恩精工,33.82
300781,因赛集团,44.22
300783,三只松鼠,53.76
300784,利安科技,8.87
300785,值得买,66.5
300786,国林科技,25.22
300787,海能实业,21.64
300788,中信出版,66.59
300789,唐源电气,32.88
300790,宇瞳光学,112.35
300791,仙乐健康,46.9
300792,壹网壹创,77.23
300793,佳禾智能,53.47
300795,米奥会展,18.88
300796,贝斯美,31.13
300797,钢研纳克,59.76
300798,锦鸡股份,43.17
300799,左江退,0.73
300800,力合科技,29.71
300801,泰和科技,41.28
300802,矩子科技,42.6
300804,广康生化,13.55
300805,电声股份,30.1
300807,天迈科技,28.9
300808,久量股份,33.29
300809,华辰装备,53.62
300810,中科海讯,37.54
300812,易天股份,35.73
300813,泰林生物,18.84
300815,玉禾田,84.17
300816,艾可蓝,48.79
300817,双飞集团,26.07
300818,耐普矿机,34.33
300819,聚杰微纤,111.73
300820,英杰电气,61.17
300822,贝仕达克,43.87
300823,建科智能,16.41
300824,北鼎股份,30.92
300825,阿尔特,51.11
300826,测绘股份,28.9
300828,锐新科技,21.58
300829,金丹科技,30.99
300830,金现代,37.32
300831,派瑞股份,38.24
300833,浩洋股份,30.93
300834,星辉环材,89.98
300835,龙磁科技,102.26
300836,佰奥智能,44.54
300837,浙矿股份,25.53
300838,浙江力诺,18.82
300839,博汇股份,49.57
300840,酷特智能,43.03
300841,康华生物,70.19
300842,帝科股份,122.88
300843,胜蓝股份,144.87
300844,山水比德,31.15
300845,捷安高科,23.78
300846,首都在线,123.13
300847,中船汉光,48.1
300848,美瑞新材,41.99
300849,锦盛新材,28.25
300850,新强联,120.71
300851,交大思诺,15.99
300852,四会富仕,79.73
300853,申昊科技,34.14
300854,中兰环保,27.64
300855,图南股份,113.87
300856,科思股份,66.11
300858,科拓生物,35.82
300859,西域旅游,45.76
300860,锋尚文化,28.16
300861,美畅股份,87.33
300862,蓝盾光电,41.78
300863,卡倍亿,123.05
300864,南大环境,38.18
300865,大宏立,18.6
300867,圣元环保,43.44
300868,杰美特,77.59
300869,康泰医学,34.23
300871,回盛生物,50.49
300872,天阳科技,88.25
300873,海晨股份,34.7
300875,捷强装备,36.06
300876,蒙泰高新,24.57
300877,金春股份,40.7
300878,维康药业,43.64
300879,大叶股份,47.16
300880,迦南智能,49.56
300881,盛德鑫泰,29.1
300882,万胜智能,50.26
300883,龙利得,24.17
300884,狄耐克,25.34
300885,海昌新材,48.2
300886,华业香料,12.93
300887,谱尼测试,36.65
300889,爱克股份,33.87
300890,翔丰华,44.2
300891,惠云钛业,28.35
300892,品渥食品,17.48
300893,松原安全,59.25
300894,火星人,30.64
300895,铜牛信息,96.73
300897,山科智能,23.01
300898,熊猫乳品,27.85
300899,*ST凯鑫,15.41
300900,广联航空,121.77
300901,中胤时尚,44.9
300902,国安达,22.74
300904,威力传动,13.41
300905,宝丽迪,108.92
300906,日月明,25.58
300907,康平科技,31.11
300908,仲景食品,34.85
300909,汇创达,60.95
300910,瑞丰新材,97.67
300911,亿田智能,61.15
300912,凯龙高科,26.34
300913,兆龙互连,149.86
300915,海融科技,14.41
300916,朗特智能,36.36
300917,特发服务,59.93
300918,南山智尚,77.13
300920,润阳科技,28.5
300921,南凌科技,31.97
300922,天秦装备,23.9
300923,研奥股份,21.88
300925,法本信息,65.36
300926,博俊科技,67.14
300927,江天化学,39.51
300928,华安鑫创,18.68
300929,华骐环保,17.73
300930,屹通新材,15.56
300931,通用电梯,32.17
300932,三友联众,34.09
300933,中辰股份,47.71
300935,盈建科,20.36
300936,中英科技,40.57
300937,药易购,17.34
300938,信测标准,129.56
300939,秋田微,54.62
300940,南极光,31.62
300941,创识科技,22.29
300942,易瑞生物,31.27
300943,春晖智控,48.47
300945,曼卡龙,36.4
300946,恒而达,39.53
300947,德必集团,26.76
300948,冠中生态,33.84
300949,奥雅股份,14.11
300950,德固特,21.87
300951,博硕科技,52.94
300952,恒辉安防,38.6
300955,嘉亨家化,43.57
300956,英力股份,32.91
300958,建工修复,13.09
300959,线上线下,58.34
300960,通业科技,28.1
300961,深水海纳,21.83
300962,中金辐照,39.52
300963,中洲特材,58.82
300964,本川智能,44.72
300965,恒宇信通,35.7
300966,共同药业,21.04
300967,晓鸣股份,22.44
300968,格林精密,54.32
300969,恒帅股份,82.52
300970,华绿生物,32.62
300971,博亚精工,23.23
300973,立高食品,34.64
300975,商络电子,111.26
300976,达瑞电子,59.65
300977,深圳瑞捷,20.9
300978,东箭科技,31.15
300980,祥源新材,32.55
300981,中红医疗,60.52
300982,苏文电能,45.57
300983,尤安设计,73.29
300984,金沃股份,61.61
300985,致远新能,42.64
300986,志特新材,95.75
300987,川网传媒,29.87
300988,津荣天宇,32.83
300989,蕾奥规划,25.75
300990,同飞股份,71.15
300991,创益通,48.78
300992,泰福泵业,23.59
300993,玉马科技,30.16
300994,久祺股份,16.64
300995,奇德新材,20.83
300996,普联软件,42.38
300997,欢乐家,75.57
300998,宁波方正,30.52
301000,肇民科技,82.15
301001,凯淳股份,15.29
301002,崧盛股份,46.21
301003,江苏博云,42.58
301004,嘉益股份,57.52
301006,迈拓股份,14.84
301007,德迈仕,61.29
301008,宏昌科技,36.53
301009,可靠股份,16.64
301010,晶雪节能,24.28
301011,华立科技,29.18
301012,扬电科技,72.36
301013,利和兴,54.09
301015,百洋医药,125.14
301016,雷尔伟,52.92
301017,漱玉平民,36.04
301019,宁波色母,24.19
301020,密封科技,34.32
301021,英诺激光,98.66
301022,海泰科,20.67
301023,奕帆传动,18.99
301024,霍普股份,28.57
301025,读客文化,31.65
301026,浩通科技,36.7
301027,华蓝集团,29.93
301028,鼎熔岩,43.85
301029,怡合达,135.28
301030,*ST仕净,23.3
301031,中熔电气,123.48
301032,新柴股份,20.99
301033,迈普医学,32.35
301036,双乐股份,20.2
301037,保立佳,11.66
301038,深水规院,46.36
301039,中集车辆,124.33
301040,中环海陆,31.39
301041,金百泽,24.83
301042,安联锐视,66.68
301043,绿岛风,32.97
301045,天禄科技,35.9
301046,能辉科技,36.7
301047,义翘神州,87.41
301048,金鹰重工,58.93
301049,超越科技,10.76
301050,雷电微力,88.56
301051,信濠光电,41.32
301052,果麦文化,26.22
301053,远信工业,53.9
301055,张小泉,54.58
301056,森赫股份,27.42
301057,汇隆新材,26.59
301058,中粮科工,51.43
301059,金三江,33.7
301060,兰卫医学,39.15
301061,匠心家居,36.65
301062,上海艾录,25.59
301063,海锅股份,22.58
301065,本立科技,20.62
301066,万事利,38.77
301067,显盈科技,20.1
301068,大地海洋,34.3
301069,凯盛新材,97.26
301070,开勒股份,65.49
301071,力量钻石,105.91
301072,中捷精工,16.93
301073,君亭酒店,42.95
301075,多瑞医药,64.31
301076,新瀚新材,47.64
301077,星华新材,29.92
301078,孩子王,109.44
301079,邵阳液压,35.57
301080,百普赛斯,56.03
301081,严牌股份,37.39
301082,久盛电气,34.25
301083,百胜智能,15.08
301085,亚康股份,44.95
301086,鸿富瀚,101.35
301087,可孚医疗,99.52
301088,戎美股份,30.08
301089,拓新药业,26.99
301090,华润材料,129.59
301091,深城交,116.05
301092,争光股份,23.81
301096,百诚医药,52.79
301097,天益医疗,17.24
301098,金埔园林,15.42
301099,雅创电子,57.08
301100,风光股份,15.87
301101,明月镜片,68.65
301102,兆讯传媒,45.11
301103,何氏眼科,23.65
301105,鸿铭股份,9.7
