代码,名称,总市值
301106,骏成科技,36.31
301107,瑜欣电子,16.25
301108,洁雅股份,16.89
301109,军信股份,37.01
301110,青木科技,44.59
301111,粤万年青,37.12
301112,信邦智能,40.41
301113,雅艺科技,15.09
301115,联检科技,39.76
301116,益客食品,48.09
301117,佳缘科技,36.27
301118,恒光股份,31.75
301119,正强股份,37.19
301120,新特电气,44.99
301121,紫建电子,19.44
301122,采纳股份,25.4
301123,奕东电子,124.85
301125,腾亚精工,30.41
301126,达嘉维康,16.63
301127,武汉天源,90.02
301129,瑞纳智能,18.21
301130,西点药业,19.42
301131,聚赛龙,16.75
301132,满坤科技,36.69
301133,金钟股份,53.73
301135,瑞德智能,21.43
301136,招标股份,44.4
301137,哈焊华通,79.94
301138,华研精机,22.83
301139,*ST元道,11.24
301141,中科磁业,25.44
301148,嘉戎技术,43.73
301149,隆华新材,35.81
301151,冠龙节能,29.43
301152,天力锂能,23.52
301153,中科江南,69.6
301155,海力风电,76.06
301156,美农生物,18.62
301157,华塑科技,16.49
301158,德石股份,39.01
301159,三维天地,21.61
301160,翔楼新材,46.13
301161,唯万密封,25.85
301162,国能日新,58.22
301163,宏德股份,17.57
301166,优宁维,18.05
301167,建研设计,12.62
301168,通灵股份,41.47
301169,零点有数,61.58
301170,锡南科技,10.11
301172,君逸数码,36.81
301173,毓恬冠佳,13.28
301175,中科环保,38.81
301176,逸豪新材,66.34
301177,迪阿股份,126.4
301178,天亿马,29.12
301179,泽宇智能,62.62
301180,万祥科技,30.68
301181,标榜股份,44.72
301182,凯旺科技,63.16
301183,东田微,149.08
301185,鸥玛软件,25.07
301186,超达装备,57.05
301187,欧圣电气,52.31
301188,力诺药包,88.37
301189,奥尼电子,94.95
301190,善水科技,35.86
301191,菲菱科思,81.22
301192,泰祥股份,13.05
301193,家联科技,42.01
301195,北路智控,27.87
301196,唯科科技,125.15
301197,工大科雅,44.2
301198,喜悦智行,28.4
301199,迈赫股份,16.51
301201,诚达药业,45.66
301202,朗威股份,16.15
301203,国泰环保,22.74
301206,三元生物,35.42
301207,华兰疫苗,130.94
301208,中亦科技,22.89
301209,联合化学,83.07
301210,金杨精密,18.34
301211,亨迪药业,48.44
301212,联盛化学,31.24
301213,观想科技,38.7
301215,中汽股份,83.31
301218,华是科技,23.91
301220,亚香股份,32.25
301221,光庭信息,31.67
301222,浙江恒威,39.82
301223,中荣股份,37.85
301225,恒勃股份,36.53
301226,祥明智能,45.51
301227,森鹰窗业,17.92
301228,实朴检测,73.46
301229,纽泰格,22.46
301230,泓博医药,57.14
301231,荣信文化,19.65
301232,飞沃科技,101.48
301233,盛帮股份,16.85
301234,五洲医疗,16.6
301235,华康洁净,46.5
301237,和顺科技,42.3
301239,普瑞眼科,62.0
301246,宏源药业,54.94
301248,杰创智能,98.02
301251,威尔高,36.91
301252,同星科技,21.27
301255,通力科技,11.58
301256,华融化学,67.82
301257,普蕊斯,39.23
301258,富士莱,27.16
301259,艾布鲁,40.29
301260,格力博,35.26
301261,恒工精密,35.45
301262,海看股份,29.37
301263,泰恩康,83.4
301265,华新科技,44.47
301266,宇邦新材,41.98
301267,华厦眼科,115.1
301268,铭利达,81.42
301270,汉仪股份,31.28
301272,英华特,14.99
301273,瑞晨环保,23.66
301275,汉朔科技,142.82
301276,嘉曼服饰,19.19
301277,新天地,43.36
301278,快可电子,21.0
301279,金道科技,34.26
301280,珠城科技,26.29
301281,科源制药,29.87
301282,金禄电子,52.27
301283,聚胶股份,30.38
301286,侨源股份,91.61
301287,康力源,7.61
301288,*ST清研,14.26
301289,国缆检测,43.8
301290,东星医疗,24.46
301291,明阳电气,90.94
301292,海科新源,72.27
301293,三博脑科,142.93
301295,美硕科技,14.49
301296,新巨丰,32.72
301298,东利机械,17.84
301299,卓创资讯,27.4
301300,远翔新材,16.04
301301,川宁生物,62.09
301302,华如科技,36.62
301303,真兰仪表,15.11
301305,朗坤科技,31.49
301306,西测测试,97.08
301307,美利信,63.09
301309,万得凯,21.37
301310,鑫宏业,22.3
301311,昆船智能,40.61
301312,智立方,73.78
301313,凡拓数创,30.7
301314,科瑞思,9.72
301315,威士顿,19.32
301317,鑫磊股份,36.88
301318,维海德,22.46
301319,唯特偶,90.23
301320,豪江智能,11.86
301321,翰博高新,44.11
301322,绿通科技,38.2
301323,新莱福,51.65
301325,曼恩斯特,62.51
301326,捷邦科技,134.57
301327,华宝新能,108.06
301328,维峰电子,87.35
301329,信音电子,15.77
301330,熵基科技,59.79
301331,恩威医药,27.86
301332,德尔玛,25.16
301333,诺思格,58.65
301335,天元宠物,12.57
301336,趣睡科技,16.89
301337,亚华电子,12.47
301338,凯格精机,106.17
301339,通行宝,74.24
301345,涛涛车业,90.95
301348,蓝箭电子,42.21
301349,信德新材,51.94
301353,普莱得,9.56
301355,南王科技,12.89
301356,天振股份,12.83
301357,北方长龙,111.19
301359,东南电子,16.84
301360,荣旗科技,22.46
301361,众智科技,12.6
301362,民爆光电,51.86
301363,美好医疗,127.26
301365,矩阵股份,37.68
301366,一博科技,48.41
301367,瑞迈特,47.02
301368,丰立智能,34.38
301369,联动科技,85.14
301370,国科恒泰,33.8
301371,敷尔佳,23.73
301372,科净源,15.97
301373,凌玮科技,60.34
301376,致欧科技,34.68
301378,通达海,15.99
301379,天山电子,43.87
301380,挖金客,29.48
301381,赛维时代,44.1
301382,蜂助手,86.3
301383,天键股份,20.13
301386,未来电器,11.71
301387,光大同创,37.33
301388,欣灵电气,24.53
301390,经纬股份,18.68
301391,卡莱特,74.83
301392,汇成真空,81.39
301393,昊帆生物,24.34
301395,仁信新材,19.29
301397,溯联股份,28.31
301398,星源卓镁,17.38
301399,英特科技,11.88
301408,华人健康,45.68
301413,安培龙,71.01
301418,协昌科技,12.6
301419,阿莱德,35.59
301421,波长光电,51.03
301428,世纪恒通,21.48
301429,森泰股份,9.92
301439,泓淋电力,31.17
301446,福事特,13.37
301448,开创电气,18.83
301449,天溯计量,9.94
301456,盘古智能,18.5
301458,钧崴电子,52.88
301459,丰茂股份,9.99
301468,博盈特焊,44.05
301469,恒达新材,16.74
301479,弘景光电,62.97
301487,盟固利,68.61
301488,豪恩汽电,31.73
301489,思泉新材,109.43
301491,汉桑科技,14.5
301498,乖宝宠物,88.95
301499,维科精密,13.13
301500,飞南资源,43.42
301501,恒鑫生活,14.23
301502,华阳智能,16.18
301503,智迪科技,11.56
301505,苏州规划,17.66
301507,民生健康,16.27
301508,中机认检,17.34
301509,金凯生科,19.85
301510,固高科技,112.31
301512,智信精密,13.4
301513,尚水智能,17.32
301515,港通医疗,15.87
301516,中远通,14.72
301517,陕西华达,70.36
301518,长华化学,19.78
301519,舜禹股份,11.74
301520,万邦医药,9.99
301522,上大股份,91.59
301525,儒竞科技,38.59
301528,多浦乐,23.29
301529,福赛科技,73.33
301531,C春光集团,53.71
301533,威马农机,9.32
301535,浙江华远,32.53
301538,骏鼎达,27.07
301539,宏鑫科技,13.9
301548,崇德科技,22.24
301551,无线传媒,43.63
301552,科力装备,9.69
301555,惠柏新材,18.17
301556,托普云农,25.59
301557,常友科技,20.81
301558,三态股份,18.2
301559,中集环科,14.94
301560,众捷汽车,27.88
301563,云汉芯城,25.03
301565,中仑新材,28.67
301566,达利凯普,57.63
301567,贝隆精密,9.63
301568,思泰克,28.73
301571,国科天成,78.23
301575,艾芬达,8.23
301577,美信科技,13.66
301578,辰奕智能,8.19
301580,爱迪特,55.09
301581,黄山谷捷,20.83
301584,建发致新,14.2
301585,蓝宇股份,19.8
301586,佳力奇,23.74
301587,中瑞股份,20.74
301588,美新科技,24.89
301589,诺瓦星云,60.93
301590,优优绿能,16.5
301591,肯特股份,14.63
301592,六九一二,30.82
301595,太力科技,11.62
301596,瑞迪智驱,22.71
301598,博科测试,11.73
301599,理奇智能,36.13
301600,慧翰股份,37.97
301601,惠通科技,18.65
301602,超研股份,39.09
301603,乔锋智能,50.17
301606,绿联科技,129.06
301607,富特科技,58.29
301608,博实结,40.6
301609,山大电力,18.16
301613,新铝时代,39.19
301616,浙江华业,12.81
301617,博苑股份,34.65
301618,长联科技,16.95
301622,英思特,37.9
301628,强达电路,31.54
301629,矽电股份,79.07
301630,同宇新材,26.1
301631,壹连科技,40.09
301632,广东建科,15.39
301633,港迪技术,16.0
301636,泽润新能,10.17
301638,南网数字,71.18
301656,联合动力,40.16
301658,首航新能,39.55
301662,宏工科技,56.83
301665,泰禾股份,27.76
301666,大普微-UW,139.47
301667,纳百川,25.38
301668,昊创瑞通,10.88
301678,新恒汇,29.59
301680,固德电材,20.13
301682,宏明电子,36.91
301683,慧谷新材,19.73
301687,新广益,19.51
301696,三瑞智能,38.42
600001,邯郸钢铁,148.99
600002,齐鲁石化,35.31
600003,ST东北高,33.24
600006,东风股份,134.4
600017,日照港,91.35
600020,中原高速,88.77
600033,福建高速,100.17
600035,楚天高速,62.15
600037,歌华有线,112.59
600051,宁波联合,24.12
600052,东望时代,37.65
600053,*ST九鼎,42.05
600054,黄山旅游,58.26
600055,万东医疗,94.28
600057,厦门象屿,144.17
600058,五矿发展,124.77
600059,古越龙山,78.57
600063,皖维高新,135.73
600064,南京高科,142.06
600065,*ST联谊,1.58
600067,冠城新材,47.18
600069,退市银鸽,4.55
600070,*ST富润,2.13
600071,凤凰光学,56.65
600072,中船科技,145.82
600073,光明肉业,53.83
600074,退市保千,1.74
600075,新疆天业,105.71
600076,康欣新材,58.62
600077,*ST宋都,5.49
600078,澄星股份,101.37
600080,ST金花,22.21
600081,东风科技,64.93
600082,ST海泰,24.99
600083,*ST博信,2.1
600084,*ST尼雅,56.19
600086,退市金钰,1.69
600087,退市长油,38.85
600088,中视传媒,67.01
600090,退市济堂,3.89
600091,退市明科,3.32
600092,S*ST精密,1.28
600093,退市易见,5.61
600094,大名城,100.78
600097,开创国际,24.6
600099,林海股份,25.15
600101,明星电力,56.92
600102,莱钢股份,65.76
600103,青山纸业,109.51
600106,重庆路桥,79.87
600107,*ST尔雅,24.52
600108,亚盛集团,81.77
600112,*ST天成,3.72
600116,三峡水利,130.98
600117,西宁特钢,83.66
600119,*ST长投,23.38
600121,郑州煤电,50.69
600122,*ST宏图,4.4
600123,兰花科创,99.3
600125,铁龙物流,78.46
600127,金健米业,42.87
600128,苏豪弘业,25.15
600129,太极集团,85.58
600130,波导股份,47.4
600133,东湖高新,99.8
600135,乐凯胶片,65.51
600136,ST明诚,33.81
600137,浪莎股份,22.55
600138,中青旅,63.77
600139,*ST西源,4.9
600145,退市新亿,5.07
600146,退市环球,1.03
600148,长春一东,27.31
600149,廊坊发展,24.37
600152,维科技术,75.24
600155,华创云信,140.78
600156,华升股份,47.17
600158,中体产业,135.0
600159,大龙地产,28.3
600162,香江控股,62.75
600163,中闽能源,128.26
600165,ST宁科,22.13
600168,武汉控股,49.77
600169,ST太重,79.0
600172,黄河旋风,137.33
600173,卧龙新能,52.6
600175,退市美都,7.51
600178,东安动力,50.15
600180,*ST瑞茂,24.45
600181,S*ST云大,1.71
600182,S佳通,23.97
600185,珠免集团,110.84
600187,*ST国中,25.82
600189,泉阳泉,60.79
600190,退市锦港,11.21
600191,华资实业,57.76
600192,长城电工,40.6
600193,*ST创兴,9.23
600195,中牧股份,74.95
600197,伊力特,57.21
600198,大唐电信,131.5
600199,金种子酒,51.9
600200,退市苏吴,2.06
600202,哈空调,24.5
600203,福日电子,76.91
600205,S山东铝,48.79
600207,安彩高科,69.93
600209,退市罗顿,5.18
600210,紫江企业,105.72
600211,西藏药业,138.69
600212,绿能慧充,37.93
600213,*ST亚星,18.19
600215,派斯林,31.39
600216,浙江医药,136.71
600217,中再资环,60.67
600218,全柴动力,41.73
600220,ST阳光,6.6
600222,太龙药业,42.75
600223,福瑞达,67.5
600225,退市卓朗,9.89
600227,赤天化,47.53
600228,*ST返利,27.96
600229,城市传媒,40.3
600230,沧州大化,70.91
600231,凌钢股份,59.85
600232,金鹰股份,31.77
600234,科新发展,78.57
600235,民丰特纸,24.17
600237,铜峰电子,58.96
600238,*ST椰岛,22.8
600239,ST云城,27.14
600240,退市华业,5.84
600241,时代万恒,27.46
600242,退市中昌,1.13
600243,*ST海华,19.22
600247,*ST成城,2.19
600248,陕建股份,126.74
600249,两面针,32.62
600250,南京商旅,32.09
600251,冠农股份,94.64
600252,中恒集团,75.78
600253,天方药业,26.25
600255,鑫科材料,66.47
600257,大湖股份,29.31
600260,*ST凯乐,4.68
600261,阳光照明,48.06
600262,北方股份,41.58
600263,路桥建设,67.06
600265,*ST景谷,28.45
600266,城建发展,110.22
600267,海正药业,137.38
600269,赣粤高速,104.16
600272,开开实业,20.29
600273,嘉化能源,105.43
600275,退市昌鱼,2.09
600277,ST亿利,13.53
600278,东方创业,66.18
600279,重庆港,59.82
600280,中央商场,34.64
600281,华阳新材,28.55
600283,钱江水利,49.68
600284,浦东建设,73.84
600285,羚锐制药,123.25
600286,S*ST国瓷,0.5
600287,苏豪时尚,25.16
600288,大恒科技,66.26
600289,ST信通,32.88
600290,*ST华仪,2.81
600291,退市西水,9.73
600292,电投水电,70.55
600293,三峡新材,38.28
600296,S兰铝,44.1
600297,广汇汽车,64.71
600300,维维股份,57.73
600302,ST标准,29.24
600303,曙光股份,22.09
600305,恒顺醋业,82.06
600306,退市商城,1.09
600307,酒钢宏兴,110.24
600308,华泰股份,59.16
600310,广西能源,79.44
600311,*ST荣华,4.06
600313,农发种业,79.0
600315,上海家化,132.29
600318,新力金融,40.15
600319,亚星化学,31.99
600321,正源股份,7.55
600322,津投城开,30.41
600325,华发股份,100.45
600326,西藏天路,130.93
600327,大东方,34.59
600328,中盐化工,118.62
600333,长春燃气,34.41
600335,国机汽车,89.75
600336,澳柯玛,63.68
600337,ST美克,43.4
600340,*ST华幸,44.77
600345,长江通信,125.24
600351,亚宝药业,47.06
600354,敦煌种业,32.62
600355,*ST精伦,2.85
600356,恒丰纸业,29.22
600357,承德钒钛,43.21
600358,国旅联合,33.83
600359,新农开发,28.61
600360,*ST华微,109.57
600365,ST通葡,12.69
600366,宁波韵升,148.37
600367,红星发展,74.86
600368,五洲交通,63.74
600370,*ST三房,79.16
600371,万向德农,24.84
600373,中文传媒,113.18
600375,汉马科技,74.74
600376,首开股份,123.56
600379,宝光股份,56.76
600381,*ST春天,26.95
600382,广东明珠,59.93
600383,金地集团,140.86
600385,退市金泰,1.78
600386,北巴传媒,32.09
600387,退市海越,3.8
600389,江山股份,120.75
600391,航发科技,141.13
600393,ST粤泰,4.95
600395,盘江股份,116.78
600397,江钨装备,147.5
600399,抚顺特钢,108.27
600400,红豆股份,62.78
600401,退市海润,7.09
600403,大有能源,134.12
600405,动力源,31.01
600408,安泰集团,32.32
600419,天润乳业,29.82
600420,国药现代,128.08
600421,*ST华嵘,7.98
600422,昆药集团,70.78
600423,*ST柳化,24.52
600425,青松建化,65.63
600429,三元股份,79.82
600432,退市吉恩,22.13
600433,冠豪高新,82.79
600439,瑞贝卡,29.88
600444,国机通用,25.05
600446,金证股份,130.65
600448,华纺股份,22.55
600449,宁夏建材,65.94
600455,博通股份,18.14
600458,时代新材,106.48
600461,洪城环境,133.81
600462,退市九有,1.26
600463,空港股份,33.66
600466,*ST蓝光,12.14
600467,好当家,35.21
600468,百利电气,85.17
600469,风神股份,46.9
600470,六国化工,33.38
600472,包头铝业,111.54
600476,*ST湘邮,20.54
600477,杭萧钢构,71.48
600478,科力远,117.92
600479,千金药业,44.32
600480,凌云股份,141.67
600481,双良节能,131.49
600485,*ST信威,26.34
600488,津药药业,79.27
600491,ST龙元,24.02
600493,凤竹纺织,20.05
600495,晋西车轴,51.59
600496,精工钢构,85.18
600501,航天晨光,104.47
600502,安徽建工,94.92
600503,华丽家族,41.18
600505,西昌电力,51.11
600506,统一股份,45.78
600507,方大特钢,126.76
600508,上海能源,98.29
600509,天富能源,124.66
600510,黑牡丹,105.58
600512,腾达建设,37.78
600513,联环药业,58.89
600520,三佳科技,48.91
600523,贵航股份,55.52
600525,ST长园,67.52
600526,菲达环保,46.01
600527,江南高纤,52.99
600529,山东药玻,122.7
600530,交大昂立,55.87
600532,退市未来,3.72
600533,栖霞建设,26.88
600537,*ST亿晶,41.07
600538,国发股份,37.59
600539,狮头股份,43.86
600540,新赛股份,32.67
600543,*ST莫高,15.7
600545,卓郎智能,109.06
600551,时代出版,53.63
600553,太行水泥,56.53
600555,退市海创,2.53
600556,天下秀,110.27
600557,康缘药业,75.92
600558,大西洋,51.43
600559,老白干酒,123.15
600560,金自天正,32.18
600561,江西长运,19.8
600565,ST迪马,21.18
600567,山鹰国际,90.2
600568,ST中珠,41.89
600569,安阳钢铁,59.17
600571,信雅达,61.43
600572,康恩贝,111.33
600573,惠泉啤酒,34.52
600575,淮河能源,148.84
600576,祥源文旅,38.3
600579,中化装备,36.97
600581,*ST八钢,40.93
600586,金晶科技,83.2
600587,新华医疗,83.23
600590,泰豪科技,132.78
600591,*ST上航,78.63
600592,龙溪股份,79.35
600593,大连圣亚,44.67
600594,益佰制药,32.31
600597,光明乳业,101.04
600599,*ST熊猫,6.56
600603,广汇物流,66.91
600604,市北高新,68.12
600605,汇通能源,69.43
600607,上实医药,86.51
600608,*ST沪科,6.59
600609,金杯汽车,53.36
600610,中毅达,73.85
600611,大众交通,71.6
600612,老凤祥,122.15
600613,神奇制药,27.18
600614,退市鹏起,3.93
600615,鑫源智造,25.91
600616,金枫酒业,32.65
600617,国新能源,61.97
600618,氯碱化工,91.03
600619,海立股份,143.63
600620,天宸股份,37.36
600622,光大嘉宝,40.19
600624,ST复华,32.4
600625,PT水仙,0.84
600626,申达股份,42.77
600627,上电股份,24.18
600628,新世界,45.48
600630,龙头股份,34.5
600632,华联商厦,11.86
600634,退市富控,1.61
600635,大众公用,128.44
600636,*ST国化,19.78
600638,新黄浦,43.77
600639,浦东金桥,89.02
600640,国脉文化,100.18
600643,爱建集团,78.88
600644,乐山电力,65.95
600645,中源协和,113.76
600646,ST国嘉,1.77
600647,退市同达,2.11
600648,外高桥,114.91
600649,城投控股,110.45
600650,锦江在线,48.94
600652,退市游久,9.91
600653,申华控股,34.84
600654,中安科,93.86
600656,退市博元,8.55
600657,信达地产,90.4
600658,电子城,58.39
600659,*ST花雕,0.63
600661,昂立教育,28.25
600662,外服控股,112.91
600664,哈药股份,97.97
600665,天地源,29.99
600666,奥瑞德,138.12
600668,尖峰集团,37.53
600669,*ST鞍成,3.26
600670,*ST斯达,2.47
600671,天目药业,24.0
600672,*ST华圣,1.79
600676,交运股份,79.81
600677,*ST航通,13.66
600678,ST金顶,28.06
600679,上海凤凰,37.57
600680,*ST上普,19.8
600681,百川能源,53.99
600682,南京新百,75.43
600684,珠江股份,37.38
600686,金龙汽车,105.69
600687,退市刚泰,4.47
600689,上海三毛,19.68
600691,潞化科技,71.98
600692,亚通股份,20.76
600693,东百集团,97.67
600694,大商股份,63.64
600695,退市绿庭,1.87
600696,*ST岩石,4.38
600697,欧亚集团,19.44
600698,湖南天雁,66.27
600700,*ST数码,1.0
600701,退市工新,3.75
600702,舍得酒业,144.96
600706,曲江文旅,23.45
600708,光明地产,88.34
600709,ST生态,6.03
600712,南宁百货,33.4
600713,南京医药,70.04
600714,金瑞矿业,73.2
600715,文投控股,58.11
600716,凤凰股份,41.19
600717,天津港,132.26
600718,东软集团,109.23
600719,大连热电,42.97
600720,中交设计,67.0
600721,百花医药,32.3
600722,金牛化工,86.26
600723,首商股份,58.77
600724,宁波富达,117.04
600725,云维股份,48.68
600727,鲁北化工,42.92
600728,佳都科技,117.51
600729,重百集团,40.36
600730,*ST高科,67.17
600731,湖南海利,35.53
600734,*ST实达,50.96
600735,ST新华锦,28.34
600736,苏州高新,114.67
600738,丽尚国潮,35.22
600740,山西焦化,100.18
600742,富维股份,68.81
600743,华远控股,63.58
600746,江苏索普,88.06
600747,退市大控,2.77
600748,上实发展,108.46
600749,西藏旅游,36.56
600750,华润江中,149.06
600751,海航科技,97.78
600752,*ST哈慈,1.35
600753,*ST海钦,32.04
600755,厦门国贸,135.39
600756,浪潮软件,54.9
600757,长江传媒,105.45
600758,辽宁能源,53.89
600759,ST洲际,150.0
600762,S*ST金荔,0.33
600766,退市园城,0.94
600767,退市运盛,1.43
600768,宁波富邦,25.32
600769,祥龙电业,78.07
600770,综艺股份,104.91
600771,广誉远,78.91
600772,S*ST龙昌,1.18
600774,汉商集团,25.21
600775,南京熊猫,89.42
600778,友好集团,21.29
600780,通宝能源,84.27
600781,退市辅仁,2.88
600782,新钢股份,99.09
600784,鲁银投资,48.98
600785,新华百货,41.18
600786,东方锅炉,105.42
600787,中储股份,113.06
600788,*ST达曼,0.95
600789,鲁抗医药,76.48
600790,轻纺城,68.16
600791,京能置业,67.39
600792,云煤能源,45.73
600793,宜宾纸业,28.52
600794,保税科技,42.61
600796,钱江生化,18.78
600797,浙大网新,93.4
600798,宁波海运,44.76
600799,*ST龙科,0.96
600800,渤海化学,53.49
600802,福建水泥,26.53
600804,退市鹏博,1.95
600805,悦达投资,43.53
600806,退市昆机,5.74
600807,济高发展,24.08
600810,神马股份,78.35
600811,*ST东方,13.17
600812,华北制药,89.9
600813,ST鞍一工,3.81
600814,杭州解百,55.28
600815,厦工股份,81.25
600817,宇通重工,58.8
600818,ST中路,14.3
600819,耀皮玻璃,52.99
600822,上海物贸,38.9
600823,*ST世茂,16.13
600824,益民集团,42.79
600825,新华传媒,61.96
600826,兰生股份,74.22
600827,百联股份,133.01
600828,茂业商业,86.39
600829,人民同泰,57.18
600830,香溢融通,46.98
600831,广电网络,27.66
600833,第一医药,26.66
600834,申通地铁,38.48
600836,*ST易连,2.99
600838,上海九百,37.28
600840,新湖创业,46.45
600841,动力新科,86.26
600842,中西药业,30.09
600843,上工申贝,42.18
600844,金煤科技,28.63
600846,同济科技,78.78
600847,万里股份,22.53
600850,电科数字,132.71
600851,海欣股份,61.27
600852,*ST中川,0.41
600853,龙建股份,41.36
600854,春兰股份,30.7
600855,航天长峰,96.66
600856,退市中天,3.68
600857,宁波中百,28.78
600858,银座股份,29.19
600859,王府井,135.08
600860,京城股份,47.51
600861,北京人力,58.14
600864,哈投股份,127.96
600865,百大集团,43.31
600866,星湖科技,76.35
600868,梅雁吉祥,68.71
600870,退市厦华,3.14
600874,创业环保,76.41
600876,凯盛新能,36.72
600878,*ST北科,2.34
600880,博瑞传播,57.06
600881,亚泰集团,51.71
600882,妙可蓝多,100.17
600883,博闻科技,21.6
600888,新疆众和,134.81
600889,*ST京化,57.52
600890,退市中房,2.09
600891,退市秋林,1.46
600892,*ST大晟,22.26
600894,广日股份,76.05
600896,退市海医,10.59
600897,厦门空港,65.92
600898,*ST美讯,1.87
600899,*ST信联,0.61
600903,贵州燃气,72.91
600906,财达证券,141.47
600908,无锡银行,112.96
600916,中国黄金,149.18
600917,重庆燃气,82.11
600925,苏能股份,74.52
600929,雪天盐业,112.68
600935,华塑股份,92.24
600936,北投科技,86.06
600939,重庆建工,57.64
600955,维远股份,102.69
600960,渤海汽车,46.2
600962,国投中鲁,64.11
600963,岳阳林纸,78.74
600965,*ST福成,25.13
600966,博汇纸业,83.42
600969,郴电国际,41.3
600971,恒源煤电,94.08
600973,宝胜股份,107.65
600975,新五丰,67.98
600976,健民集团,48.47
600978,*ST宜生,7.71
600979,广安爱众,64.08
600980,北矿科技,44.67
600981,苏豪汇鸿,62.34
600982,宁波能源,74.55
600983,惠而浦,69.98
600984,建设机械,60.59
600987,航民股份,71.97
600990,四创电子,61.58
600991,广汽长丰,92.82
600992,贵绳股份,30.22
600993,马应龙,112.83
600996,贵广网络,104.73
600997,开滦股份,88.12
601002,XD晋亿实,55.74
601003,柳钢股份,113.53
601005,重庆钢铁,116.39
601007,金陵饭店,29.05
601008,连云港,59.8
601010,ST文峰,35.11
601011,宝泰隆,56.9
601015,陕西黑猫,77.61
601022,宁波远洋,114.77
601026,道生天合,20.9
601028,玉龙股份,100.46
601033,永兴股份,36.79
601038,一拖股份,100.39
601065,江盐集团,52.58
601083,锦江航运,23.74
601086,国芳集团,60.27
601089,福元医药,100.03
601096,宏盛华源,95.13
601107,四川成渝,137.12
601112,振石股份,36.78
601113,华鼎股份,49.02
601116,三江购物,76.57
601121,宝地矿业,59.68
601133,柏诚股份,135.03
601163,三角轮胎,119.04
601177,杭齿前进,66.61
601188,龙江交通,44.12
601199,江南水务,60.23
601200,上海环境,109.45
601218,吉鑫科技,62.41
601222,林洋能源,127.58
601226,华电科工,104.83
601258,*ST庞大,40.91
601279,英利汽车,61.85
601311,骆驼股份,112.27
601330,绿色动力,88.72
601339,百隆东方,135.56
601366,利群股份,37.91
601368,绿城水务,44.15
601375,中原证券,141.0
601388,怡球资源,84.53
601500,通用股份,72.66
601515,衢州东峰,94.3
601518,吉林高速,55.2
601528,XD瑞丰银,86.55
601558,退市锐电,15.08
601566,九牧王,63.27
601579,会稽山,83.33
601588,北辰实业,56.13
601595,上海电影,103.09
601599,浙文影业,41.32
601616,广电电气,40.46
601619,嘉泽新能,146.32
601678,滨化股份,101.35
601686,友发集团,81.38
601700,风范股份,64.8
601718,ST际华,103.36
601789,宁波建工,65.86
601798,蓝科高新,31.8
601801,皖新传媒,116.69
601811,新华文轩,106.99
601827,三峰环境,136.26
601828,美凯龙,97.9
601860,紫金银行,94.47
601882,海天精工,120.53
601886,江河集团,105.26
601890,亚星锚链,101.5
601900,南方传媒,109.45
601908,京运通,98.03
601929,吉视传媒,103.41
601949,中国出版,110.62
601952,苏垦农发,130.08
601956,东贝集团,36.55
601968,宝钢包装,65.45
601992,金隅集团,140.01
601996,丰林集团,34.19
601999,出版传媒,38.51
603001,奥康国际,36.77
603003,退市龙宇,9.18
603004,鼎龙科技,12.46
603006,联明股份,35.32
603007,花王股份,53.17
603008,ST喜临门,29.39
603010,万盛股份,86.59
603011,合锻智能,108.62
603012,创力集团,63.23
603013,亚普股份,107.79
603014,威高血净,14.07
603015,弘讯科技,50.28
603016,新宏泰,76.2
603017,中衡设计,43.56
603018,华设集团,51.63
603020,爱普股份,44.96
603021,*ST华鹏,22.84
603022,新通联,22.92
603023,威帝股份,26.9
603027,千禾味业,108.84
603028,赛福天,27.71
603029,天鹅股份,23.73
603030,全筑股份,38.72
603032,德新科技,56.6
603033,三维股份,114.21
603035,常熟汽饰,48.03
603036,如通股份,34.73
603037,凯众股份,41.57
603038,华立股份,43.69
603039,泛微网络,123.06
603040,新坐标,107.98
603041,美思德,25.26
603042,华脉科技,37.96
603043,广州酒家,84.31
603045,福达合金,99.7
603048,浙江黎明,34.34
603049,中策橡胶,42.35
603050,XD科林电,98.49
603051,鹿山新材,39.97
603053,成都燃气,86.58
603055,台华新材,80.1
603057,紫燕食品,108.19
603058,永吉股份,49.02
603059,倍加洁,31.64
603060,国检集团,54.35
603062,麦加芯彩,20.65
603065,宿迁联盛,34.27
603066,音飞储存,34.48
603068,博通集成,55.65
603069,海汽集团,52.33
603070,万控智造,61.99
603071,物产环能,79.4
603072,天和磁材,48.3
603073,彩蝶实业,10.52
603075,热威股份,10.25
603076,乐惠国际,36.64
603078,江化微,108.83
603079,圣达生物,29.68
603080,新疆火炬,30.92
603081,大丰实业,51.5
603082,北自科技,14.19
603085,天成自控,56.07
603086,先达股份,31.65
603088,宁波精达,53.42
603089,正裕工业,27.89
603090,宏盛股份,67.04
603091,众鑫股份,26.72
603092,德力佳,25.38
603093,南华期货,130.55
603095,越剑智能,63.66
603096,新经典,28.75
603097,江苏华辰,44.81
603098,森特股份,73.17
603099,长白山,101.07
603100,川仪股份,104.1
603101,汇嘉时代,40.13
603102,百合股份,26.43
603103,横店影视,132.48
603105,芯能科技,50.1
603106,恒银科技,46.9
603107,上海汽配,31.53
603108,润达医疗,80.78
603109,神驰机电,46.43
603110,东方材料,48.21
603111,康尼机电,59.19
